class_code,college_name,department_name,course_name,professor,class_time,class_type,class_room,class_time_number
SWE3052-41,소프트웨어융합대학,데이터사이언스융합전공,"심층신경망개론
Introduction to Deep Neural Networks",이지형,"월10:30-11:45【26223】,수09:00-10:15【26223】",,26223,"1_10301145, 3_09001015"
SWE2015-41,소프트웨어융합대학,데이터사이언스융합전공,"자료구조개론
Data Structures",염익준,"월09:00-10:15【23217】,수10:30-11:45【23217】",,23217,"1_09001015, 3_10301145"
SWE2015-42,소프트웨어융합대학,데이터사이언스융합전공,"자료구조개론
Data Structures",이진규,"화09:00-10:15【26312】,목10:30-11:45【26312】",,26312,"2_09001015, 4_10301145"
SWE2015-43,소프트웨어융합대학,데이터사이언스융합전공,"자료구조개론
Data Structures",나브라티색서나,"수09:00-10:15【미지정】,수10:30-11:45【미지정】",,,미지정
SWE2016-41,소프트웨어융합대학,데이터사이언스융합전공,"알고리즘개론
Algorithms",추현승,"월10:30-11:45【26312】,수09:00-10:15【26312】",,26312,"1_10301145, 3_09001015"
SWE2016-42,소프트웨어융합대학,데이터사이언스융합전공,"알고리즘개론
Algorithms",김형식,"월10:30-11:45【26310】,수09:00-10:15【26310】",,26310,"1_10301145, 3_09001015"
SWE2016-43,소프트웨어융합대학,데이터사이언스융합전공,"알고리즘개론
Algorithms",조대호,"화13:30-14:45【26310】,목12:00-13:15【26310】",,26310,"2_13301445, 4_12001315"
SWE3050-41,소프트웨어융합대학,데이터사이언스융합전공,"기계학습원론
Fundamentals of machine learning",이종욱,"월13:30-14:45【26515】,수12:00-13:15【26515】",,26515,"1_13301445, 3_12001315"
SWE3052-41,소프트웨어융합대학,데이터사이언스융합전공,"심층신경망개론
Introduction to Deep Neural Networks",이지형,"월10:30-11:45【26223】,수09:00-10:15【26223】",,26223,"1_10301145, 3_09001015"
SWE2015-41,소프트웨어융합대학,데이터사이언스융합전공,"자료구조개론
Data Structures",염익준,"월09:00-10:15【23217】,수10:30-11:45【23217】",,23217,"1_09001015, 3_10301145"
SWE2015-42,소프트웨어융합대학,데이터사이언스융합전공,"자료구조개론
Data Structures",이진규,"화09:00-10:15【26312】,목10:30-11:45【26312】",,26312,"2_09001015, 4_10301145"
SWE2015-43,소프트웨어융합대학,데이터사이언스융합전공,"자료구조개론
Data Structures",나브라티색서나,"수09:00-10:15【미지정】,수10:30-11:45【미지정】",,,미지정
SWE2016-41,소프트웨어융합대학,데이터사이언스융합전공,"알고리즘개론
Algorithms",추현승,"월10:30-11:45【26312】,수09:00-10:15【26312】",,26312,"1_10301145, 3_09001015"
SWE2016-42,소프트웨어융합대학,데이터사이언스융합전공,"알고리즘개론
Algorithms",김형식,"월10:30-11:45【26310】,수09:00-10:15【26310】",,26310,"1_10301145, 3_09001015"
SWE2016-43,소프트웨어융합대학,데이터사이언스융합전공,"알고리즘개론
Algorithms",조대호,"화13:30-14:45【26310】,목12:00-13:15【26310】",,26310,"2_13301445, 4_12001315"
SWE3050-41,소프트웨어융합대학,데이터사이언스융합전공,"기계학습원론
Fundamentals of machine learning",이종욱,"월13:30-14:45【26515】,수12:00-13:15【26515】",,26515,"1_13301445, 3_12001315"
SWE3052-41,소프트웨어융합대학,데이터사이언스융합전공,"심층신경망개론
Introduction to Deep Neural Networks",이지형,"월10:30-11:45【26223】,수09:00-10:15【26223】",,26223,"1_10301145, 3_09001015"
SWE2015-41,소프트웨어융합대학,데이터사이언스융합전공,"자료구조개론
Data Structures",염익준,"월09:00-10:15【23217】,수10:30-11:45【23217】",,23217,"1_09001015, 3_10301145"
SWE2015-42,소프트웨어융합대학,데이터사이언스융합전공,"자료구조개론
Data Structures",이진규,"화09:00-10:15【26312】,목10:30-11:45【26312】",,26312,"2_09001015, 4_10301145"
SWE2015-43,소프트웨어융합대학,데이터사이언스융합전공,"자료구조개론
Data Structures",나브라티색서나,"수09:00-10:15【미지정】,수10:30-11:45【미지정】",,,미지정
SWE2016-41,소프트웨어융합대학,데이터사이언스융합전공,"알고리즘개론
Algorithms",추현승,"월10:30-11:45【26312】,수09:00-10:15【26312】",,26312,"1_10301145, 3_09001015"
SWE2016-42,소프트웨어융합대학,데이터사이언스융합전공,"알고리즘개론
Algorithms",김형식,"월10:30-11:45【26310】,수09:00-10:15【26310】",,26310,"1_10301145, 3_09001015"
SWE2016-43,소프트웨어융합대학,데이터사이언스융합전공,"알고리즘개론
Algorithms",조대호,"화13:30-14:45【26310】,목12:00-13:15【26310】",,26310,"2_13301445, 4_12001315"
SWE3050-41,소프트웨어융합대학,데이터사이언스융합전공,"기계학습원론
Fundamentals of machine learning",이종욱,"월13:30-14:45【26515】,수12:00-13:15【26515】",,26515,"1_13301445, 3_12001315"
SWE3052-41,소프트웨어융합대학,데이터사이언스융합전공,"심층신경망개론
Introduction to Deep Neural Networks",이지형,"월10:30-11:45【26223】,수09:00-10:15【26223】",,26223,"1_10301145, 3_09001015"
SWE2015-41,소프트웨어융합대학,데이터사이언스융합전공,"자료구조개론
Data Structures",염익준,"월09:00-10:15【23217】,수10:30-11:45【23217】",,23217,"1_09001015, 3_10301145"
SWE2015-42,소프트웨어융합대학,데이터사이언스융합전공,"자료구조개론
Data Structures",이진규,"화09:00-10:15【26312】,목10:30-11:45【26312】",,26312,"2_09001015, 4_10301145"
SWE2015-43,소프트웨어융합대학,데이터사이언스융합전공,"자료구조개론
Data Structures",나브라티색서나,"수09:00-10:15【미지정】,수10:30-11:45【미지정】",,,미지정
SWE2016-41,소프트웨어융합대학,데이터사이언스융합전공,"알고리즘개론
Algorithms",추현승,"월10:30-11:45【26312】,수09:00-10:15【26312】",,26312,"1_10301145, 3_09001015"
SWE2016-42,소프트웨어융합대학,데이터사이언스융합전공,"알고리즘개론
Algorithms",김형식,"월10:30-11:45【26310】,수09:00-10:15【26310】",,26310,"1_10301145, 3_09001015"
SWE2016-43,소프트웨어융합대학,데이터사이언스융합전공,"알고리즘개론
Algorithms",조대호,"화13:30-14:45【26310】,목12:00-13:15【26310】",,26310,"2_13301445, 4_12001315"
SWE3050-41,소프트웨어융합대학,데이터사이언스융합전공,"기계학습원론
Fundamentals of machine learning",이종욱,"월13:30-14:45【26515】,수12:00-13:15【26515】",,26515,"1_13301445, 3_12001315"
SWE3052-41,소프트웨어융합대학,데이터사이언스융합전공,"심층신경망개론
Introduction to Deep Neural Networks",이지형,"월10:30-11:45【26223】,수09:00-10:15【26223】",,26223,"1_10301145, 3_09001015"
SWE2015-41,소프트웨어융합대학,데이터사이언스융합전공,"자료구조개론
Data Structures",염익준,"월09:00-10:15【23217】,수10:30-11:45【23217】",,23217,"1_09001015, 3_10301145"
SWE2015-42,소프트웨어융합대학,데이터사이언스융합전공,"자료구조개론
Data Structures",이진규,"화09:00-10:15【26312】,목10:30-11:45【26312】",,26312,"2_09001015, 4_10301145"
SWE2015-43,소프트웨어융합대학,데이터사이언스융합전공,"자료구조개론
Data Structures",나브라티색서나,"수09:00-10:15【미지정】,수10:30-11:45【미지정】",,,미지정
SWE2016-41,소프트웨어융합대학,데이터사이언스융합전공,"알고리즘개론
Algorithms",추현승,"월10:30-11:45【26312】,수09:00-10:15【26312】",,26312,"1_10301145, 3_09001015"
SWE2016-42,소프트웨어융합대학,데이터사이언스융합전공,"알고리즘개론
Algorithms",김형식,"월10:30-11:45【26310】,수09:00-10:15【26310】",,26310,"1_10301145, 3_09001015"
SWE2016-43,소프트웨어융합대학,데이터사이언스융합전공,"알고리즘개론
Algorithms",조대호,"화13:30-14:45【26310】,목12:00-13:15【26310】",,26310,"2_13301445, 4_12001315"
SWE3050-41,소프트웨어융합대학,데이터사이언스융합전공,"기계학습원론
Fundamentals of machine learning",이종욱,"월13:30-14:45【26515】,수12:00-13:15【26515】",,26515,"1_13301445, 3_12001315"
SWE3052-41,소프트웨어융합대학,데이터사이언스융합전공,"심층신경망개론
Introduction to Deep Neural Networks",이지형,"월10:30-11:45【26223】,수09:00-10:15【26223】",,26223,"1_10301145, 3_09001015"
SWE2015-41,소프트웨어융합대학,데이터사이언스융합전공,"자료구조개론
Data Structures",염익준,"월09:00-10:15【23217】,수10:30-11:45【23217】",,23217,"1_09001015, 3_10301145"
SWE2015-42,소프트웨어융합대학,데이터사이언스융합전공,"자료구조개론
Data Structures",이진규,"화09:00-10:15【26312】,목10:30-11:45【26312】",,26312,"2_09001015, 4_10301145"
SWE2015-43,소프트웨어융합대학,데이터사이언스융합전공,"자료구조개론
Data Structures",나브라티색서나,"수09:00-10:15【미지정】,수10:30-11:45【미지정】",,,미지정
SWE2016-41,소프트웨어융합대학,데이터사이언스융합전공,"알고리즘개론
Algorithms",추현승,"월10:30-11:45【26312】,수09:00-10:15【26312】",,26312,"1_10301145, 3_09001015"
SWE2016-42,소프트웨어융합대학,데이터사이언스융합전공,"알고리즘개론
Algorithms",김형식,"월10:30-11:45【26310】,수09:00-10:15【26310】",,26310,"1_10301145, 3_09001015"
SWE2016-43,소프트웨어융합대학,데이터사이언스융합전공,"알고리즘개론
Algorithms",조대호,"화13:30-14:45【26310】,목12:00-13:15【26310】",,26310,"2_13301445, 4_12001315"
SWE3050-41,소프트웨어융합대학,데이터사이언스융합전공,"기계학습원론
Fundamentals of machine learning",이종욱,"월13:30-14:45【26515】,수12:00-13:15【26515】",,26515,"1_13301445, 3_12001315"
SWE3052-41,소프트웨어융합대학,데이터사이언스융합전공,"심층신경망개론
Introduction to Deep Neural Networks",이지형,"월10:30-11:45【26223】,수09:00-10:15【26223】",,26223,"1_10301145, 3_09001015"
SWE2015-41,소프트웨어융합대학,데이터사이언스융합전공,"자료구조개론
Data Structures",염익준,"월09:00-10:15【23217】,수10:30-11:45【23217】",,23217,"1_09001015, 3_10301145"
SWE2015-42,소프트웨어융합대학,데이터사이언스융합전공,"자료구조개론
Data Structures",이진규,"화09:00-10:15【26312】,목10:30-11:45【26312】",,26312,"2_09001015, 4_10301145"
SWE2015-43,소프트웨어융합대학,데이터사이언스융합전공,"자료구조개론
Data Structures",나브라티색서나,"수09:00-10:15【미지정】,수10:30-11:45【미지정】",,,미지정
SWE2016-41,소프트웨어융합대학,데이터사이언스융합전공,"알고리즘개론
Algorithms",추현승,"월10:30-11:45【26312】,수09:00-10:15【26312】",,26312,"1_10301145, 3_09001015"
SWE2016-42,소프트웨어융합대학,데이터사이언스융합전공,"알고리즘개론
Algorithms",김형식,"월10:30-11:45【26310】,수09:00-10:15【26310】",,26310,"1_10301145, 3_09001015"
SWE2016-43,소프트웨어융합대학,데이터사이언스융합전공,"알고리즘개론
Algorithms",조대호,"화13:30-14:45【26310】,목12:00-13:15【26310】",,26310,"2_13301445, 4_12001315"
SWE3050-41,소프트웨어융합대학,데이터사이언스융합전공,"기계학습원론
Fundamentals of machine learning",이종욱,"월13:30-14:45【26515】,수12:00-13:15【26515】",,26515,"1_13301445, 3_12001315"
SWE3052-41,소프트웨어융합대학,데이터사이언스융합전공,"심층신경망개론
Introduction to Deep Neural Networks",이지형,"월10:30-11:45【26223】,수09:00-10:15【26223】",,26223,"1_10301145, 3_09001015"
SWE2015-41,소프트웨어융합대학,데이터사이언스융합전공,"자료구조개론
Data Structures",염익준,"월09:00-10:15【23217】,수10:30-11:45【23217】",,23217,"1_09001015, 3_10301145"
SWE2015-42,소프트웨어융합대학,데이터사이언스융합전공,"자료구조개론
Data Structures",이진규,"화09:00-10:15【26312】,목10:30-11:45【26312】",,26312,"2_09001015, 4_10301145"
SWE2015-43,소프트웨어융합대학,데이터사이언스융합전공,"자료구조개론
Data Structures",나브라티색서나,"수09:00-10:15【미지정】,수10:30-11:45【미지정】",,,미지정
SWE2016-41,소프트웨어융합대학,데이터사이언스융합전공,"알고리즘개론
Algorithms",추현승,"월10:30-11:45【26312】,수09:00-10:15【26312】",,26312,"1_10301145, 3_09001015"
SWE2016-42,소프트웨어융합대학,데이터사이언스융합전공,"알고리즘개론
Algorithms",김형식,"월10:30-11:45【26310】,수09:00-10:15【26310】",,26310,"1_10301145, 3_09001015"
SWE2016-43,소프트웨어융합대학,데이터사이언스융합전공,"알고리즘개론
Algorithms",조대호,"화13:30-14:45【26310】,목12:00-13:15【26310】",,26310,"2_13301445, 4_12001315"
SWE3050-41,소프트웨어융합대학,데이터사이언스융합전공,"기계학습원론
Fundamentals of machine learning",이종욱,"월13:30-14:45【26515】,수12:00-13:15【26515】",,26515,"1_13301445, 3_12001315"
SWE3052-41,소프트웨어융합대학,데이터사이언스융합전공,"심층신경망개론
Introduction to Deep Neural Networks",이지형,"월10:30-11:45【26223】,수09:00-10:15【26223】",,26223,"1_10301145, 3_09001015"
SWE2015-41,소프트웨어융합대학,데이터사이언스융합전공,"자료구조개론
Data Structures",염익준,"월09:00-10:15【23217】,수10:30-11:45【23217】",,23217,"1_09001015, 3_10301145"
SWE2015-42,소프트웨어융합대학,데이터사이언스융합전공,"자료구조개론
Data Structures",이진규,"화09:00-10:15【26312】,목10:30-11:45【26312】",,26312,"2_09001015, 4_10301145"
SWE2015-43,소프트웨어융합대학,데이터사이언스융합전공,"자료구조개론
Data Structures",나브라티색서나,"수09:00-10:15【미지정】,수10:30-11:45【미지정】",,,미지정
SWE2016-41,소프트웨어융합대학,데이터사이언스융합전공,"알고리즘개론
Algorithms",추현승,"월10:30-11:45【26312】,수09:00-10:15【26312】",,26312,"1_10301145, 3_09001015"
SWE2016-42,소프트웨어융합대학,데이터사이언스융합전공,"알고리즘개론
Algorithms",김형식,"월10:30-11:45【26310】,수09:00-10:15【26310】",,26310,"1_10301145, 3_09001015"
CSE3036-41,소프트웨어융합대학,소프트웨어학과,"컴퓨터공학세미나
Seminar in Computer Engineering",우홍욱,"월15:00-15:50【330110】,수17:00-17:50【330110】",국제어수업,330110,"1_15001550, 3_17001750"
EEE2008-41,소프트웨어융합대학,소프트웨어학과,"신호및시스템
Signals and Systems",정민영,"월09:00-10:15【21502】,수10:30-11:45【21502】",일반수업,21502,"1_09001015, 3_10301145"
EEE3011-41,소프트웨어융합대학,소프트웨어학과,"디지털신호처리
Digital Signal Processing",전병우,"화12:00-13:15【22211】,목13:30-14:45【22211】",국제어수업,22211,"2_12001315, 4_13301445"
EEE3032-41,소프트웨어융합대학,소프트웨어학과,"통신시스템
Communication Systems",김상효,"월12:00-13:15【21514】,수13:30-14:45【21514】",일반수업,21514,"1_12001315, 3_13301445"
EEE3049-41,소프트웨어융합대학,소프트웨어학과,"컴퓨터네트워크개론
Introduction to Computer Networks",신지태,"화15:00-16:15【21502】,목16:30-17:45【21502】",일반수업,21502,"2_15001615, 4_16301745"
EME2009-41,소프트웨어융합대학,소프트웨어학과,"동역학
Dynamics",구자춘,"월15:00-16:15【22319】,수16:30-17:45【22319】",일반수업,22319,"1_15001615, 3_16301745"
EME2009-42,소프트웨어융합대학,소프트웨어학과,"동역학
Dynamics",구자춘,"월16:30-17:45【22319】,수15:00-16:15【22319】",일반수업,22319,"1_16301745, 3_15001615"
EME3022-41,소프트웨어융합대학,소프트웨어학과,"계측공학
Measurement Engineering",석지원,"화09:00-10:15【22310】,목10:30-11:45【22310】",일반수업,22310,"2_09001015, 4_10301145"
ERC2008-41,소프트웨어융합대학,소프트웨어학과,"기술경영개론
Introduction to Management of Technology",조근태,"금15:00-16:15【26223】,금16:30-17:45【26223】",일반수업,26223,"5_15001615, 5_16301745"
ERC2008-42,소프트웨어융합대학,소프트웨어학과,"기술경영개론
Introduction to Management of Technology",조근태,"목18:00-19:15【27511】,목19:30-20:45【27511】",일반수업,27511,"4_18001915, 4_19302045"
EEE3049-41,소프트웨어융합대학,소프트웨어학과,"컴퓨터네트워크개론
Introduction to Computer Networks",신지태,"화15:00-16:15【21502】,목16:30-17:45【21502】",일반수업,21502,"2_15001615, 4_16301745"
EME2009-41,소프트웨어융합대학,소프트웨어학과,"동역학
Dynamics",구자춘,"월15:00-16:15【22319】,수16:30-17:45【22319】",일반수업,22319,"1_15001615, 3_16301745"
EME2009-42,소프트웨어융합대학,소프트웨어학과,"동역학
Dynamics",구자춘,"월16:30-17:45【22319】,수15:00-16:15【22319】",일반수업,22319,"1_16301745, 3_15001615"
EME3022-41,소프트웨어융합대학,소프트웨어학과,"계측공학
Measurement Engineering",석지원,"화09:00-10:15【22310】,목10:30-11:45【22310】",일반수업,22310,"2_09001015, 4_10301145"
EME3025-41,소프트웨어융합대학,소프트웨어학과,"제어공학
Automatic Control Systems",김종현,"월12:00-13:15【22312】,수13:30-14:45【22312】",국제어수업,22312,"1_12001315, 3_13301445"
EME3030-41,소프트웨어융합대학,소프트웨어학과,"Computer Aided Engineering
Computer Aided Engineering",김문기,"월10:30-11:45【22312】,수09:00-10:15【22312】",일반수업,22312,"1_10301145, 3_09001015"
ERC2008-41,소프트웨어융합대학,소프트웨어학과,"기술경영개론
Introduction to Management of Technology",조근태,"금15:00-16:15【26223】,금16:30-17:45【26223】",일반수업,26223,"5_15001615, 5_16301745"
ERC2008-42,소프트웨어융합대학,소프트웨어학과,"기술경영개론
Introduction to Management of Technology",조근태,"목18:00-19:15【27511】,목19:30-20:45【27511】",일반수업,27511,"4_18001915, 4_19302045"
ERC3011-41,소프트웨어융합대학,소프트웨어학과,"산학융합캡스톤디자인
Industry Collaborative Capstone Design",김미소,"금18:00-19:15【26223】,금19:30-20:45【26223】",일반수업,26223,"5_18001915, 5_19302045"
ESM3019-41,소프트웨어융합대학,소프트웨어학과,"생산관리
Operations Management",권대일,"목09:00-10:15【23219】,목10:30-11:45【23219】",국제어수업,23219,"4_09001015, 4_10301145"
ESM3056-41,소프트웨어융합대학,소프트웨어학과,"CAD/제품정보관리및실습
CAD/Product Data Management",노상도,"화09:00-10:15【26513】,화10:30-11:45【26513】",일반수업,26513,"2_09001015, 2_10301145"
ESW4001-41,소프트웨어융합대학,소프트웨어학과,"가상현실론
Virtual Reality Theory",이성길,"월12:00-13:15【26307】,월13:30-14:45【26307】",일반수업,26307,"1_12001315, 1_13301445"
EME3025-41,소프트웨어융합대학,소프트웨어학과,"제어공학
Automatic Control Systems",김종현,"월12:00-13:15【22312】,수13:30-14:45【22312】",국제어수업,22312,"1_12001315, 3_13301445"
EME3030-41,소프트웨어융합대학,소프트웨어학과,"Computer Aided Engineering
Computer Aided Engineering",김문기,"월10:30-11:45【22312】,수09:00-10:15【22312】",일반수업,22312,"1_10301145, 3_09001015"
ICE2001-43,소프트웨어융합대학,소프트웨어학과,"논리회로
Logic Circuits",유재천,"화12:00-13:15【22409】,목13:30-14:45【22409】",일반수업,22409,"2_12001315, 4_13301445"
ESM3019-41,소프트웨어융합대학,소프트웨어학과,"생산관리
Operations Management",권대일,"목09:00-10:15【23219】,목10:30-11:45【23219】",국제어수업,23219,"4_09001015, 4_10301145"
ESM3056-41,소프트웨어융합대학,소프트웨어학과,"CAD/제품정보관리및실습
CAD/Product Data Management",노상도,"화09:00-10:15【26513】,화10:30-11:45【26513】",일반수업,26513,"2_09001015, 2_10301145"
ESW4001-41,소프트웨어융합대학,소프트웨어학과,"가상현실론
Virtual Reality Theory",이성길,"월12:00-13:15【26307】,월13:30-14:45【26307】",일반수업,26307,"1_12001315, 1_13301445"
ESW4017-41,소프트웨어융합대학,소프트웨어학과,"디지털헬스케어보안세미나
Seminar In Digital Healthcare Security",김선우,목17:00-17:50【26312】,강의저장수업,26312,4_17001750
ESW4018-41,소프트웨어융합대학,소프트웨어학과,"네트워크보안데이터모델링과원격제어
Data Modeling and Remote Control for Networks and Security",정재훈,"화09:00-10:15【85529】,화10:30-11:45【85529】",국제어수업,85529,"2_09001015, 2_10301145"
ICE2001-41,소프트웨어융합대학,소프트웨어학과,"논리회로
Logic Circuits",박종구,"월12:00-13:15【22410】,수13:30-14:45【22410】",일반수업,22410,"1_12001315, 3_13301445"
ICE2001-42,소프트웨어융합대학,소프트웨어학과,"논리회로
Logic Circuits",박형원,"화09:00-10:15【21534】,목10:30-11:45【21534】",국제어수업,21534,"2_09001015, 4_10301145"
ICE2001-43,소프트웨어융합대학,소프트웨어학과,"논리회로
Logic Circuits",유재천,"화12:00-13:15【22409】,목13:30-14:45【22409】",일반수업,22409,"2_12001315, 4_13301445"
ICE2005-41,소프트웨어융합대학,소프트웨어학과,"논리회로설계실험
Logic Design Laboratory",전일용,"월18:00-18:50【22203】,월19:00-19:50【22203】,월20:00-20:50【22203】,토11:00-11:50【22203】",일반수업,22203,"1_18001850, 1_19001950, 1_20002050, 6_11001150"
ICE2005-42,소프트웨어융합대학,소프트웨어학과,"논리회로설계실험
Logic Design Laboratory",박준은,"수18:00-18:50【22203】,수19:00-19:50【22203】,수20:00-20:50【22203】,토12:00-12:50【22203】",일반수업,22203,"3_18001850, 3_19001950, 3_20002050, 6_12001250"
ICE3014-41,소프트웨어융합대학,소프트웨어학과,"멀티미디어공학
Multimedia Engineering",전병우,"월13:30-14:45【22211】,수12:00-13:15【22211】",국제어수업,22211,"1_13301445, 3_12001315"
ICE3024-41,소프트웨어융합대학,소프트웨어학과,"디지털시스템
Digital Systems",김종태,"월13:30-14:45【21514】,수12:00-13:15【21514】",일반수업,21514,"1_13301445, 3_12001315"
ESW4018-41,소프트웨어융합대학,소프트웨어학과,"네트워크보안데이터모델링과원격제어
Data Modeling and Remote Control for Networks and Security",정재훈,"화09:00-10:15【85529】,화10:30-11:45【85529】",국제어수업,85529,"2_09001015, 2_10301145"
ICE2001-41,소프트웨어융합대학,소프트웨어학과,"논리회로
Logic Circuits",박종구,"월12:00-13:15【22410】,수13:30-14:45【22410】",일반수업,22410,"1_12001315, 3_13301445"
ICE2001-42,소프트웨어융합대학,소프트웨어학과,"논리회로
Logic Circuits",박형원,"화09:00-10:15【21534】,목10:30-11:45【21534】",국제어수업,21534,"2_09001015, 4_10301145"
ICE2005-42,소프트웨어융합대학,소프트웨어학과,"논리회로설계실험
Logic Design Laboratory",박준은,"수18:00-18:50【22203】,수19:00-19:50【22203】,수20:00-20:50【22203】,토12:00-12:50【22203】",일반수업,22203,"3_18001850, 3_19001950, 3_20002050, 6_12001250"
ICE3014-41,소프트웨어융합대학,소프트웨어학과,"멀티미디어공학
Multimedia Engineering",전병우,"월13:30-14:45【22211】,수12:00-13:15【22211】",국제어수업,22211,"1_13301445, 3_12001315"
ICE3024-41,소프트웨어융합대학,소프트웨어학과,"디지털시스템
Digital Systems",김종태,"월13:30-14:45【21514】,수12:00-13:15【21514】",일반수업,21514,"1_13301445, 3_12001315"
ICE3029-41,소프트웨어융합대학,소프트웨어학과,"마이크로프로세서실험
MicroProcessor Laboratory",마난무함마드,"금18:00-18:50【22202】,금19:00-19:50【22202】,금20:00-20:50【22202】,금21:00-21:45【22202】",국제어수업,22202,"5_18001850, 5_19001950, 5_20002050, 5_21002145"
ICE3037-41,소프트웨어융합대학,소프트웨어학과,"종합설계프로젝트
Capstone Design",조준동,"화18:00-19:15【22110】,화19:30-20:45【22110】",일반수업,22110,"2_18001915, 2_19302045"
ICE3037-42,소프트웨어융합대학,소프트웨어학과,"종합설계프로젝트
Capstone Design",양영구,"화18:00-19:15【85731】,화19:30-20:45【22203】",일반수업,85731,"2_18001915, 2_19302045"
ICE3037-43,소프트웨어융합대학,소프트웨어학과,"종합설계프로젝트
Capstone Design",유재천,"금12:00-13:15【23529】,금13:30-14:45【23529】",일반수업,23529,"5_12001315, 5_13301445"
ICE3037-44,소프트웨어융합대학,소프트웨어학과,"종합설계프로젝트
Capstone Design",이호준,"화12:00-13:15【26310】,목13:30-14:45【26310】",일반수업,26310,"2_12001315, 4_13301445"
ICE3043-41,소프트웨어융합대학,소프트웨어학과,"스마트카공학개론
Introduction to Smart Car Engineering",전재욱,"금09:00-10:15【23217】,금10:30-11:45【23217】",일반수업,23217,"5_09001015, 5_10301145"
ICE3045-41,소프트웨어융합대학,소프트웨어학과,"기계학습개론
Introduction to Machine Learning",박은병,"화16:30-17:45【23219】,목15:00-16:15【23219】",일반수업,23219,"2_16301745, 4_15001615"
ICE3050-41,소프트웨어융합대학,소프트웨어학과,"기계학습종합설계
Cornerstone Design: Advanced Machine Learning",박은병,"화09:00-10:15【400102】,화10:30-11:45【400102】",일반수업,400102,"2_09001015, 2_10301145"
ICE3051-41,소프트웨어융합대학,소프트웨어학과,"자율주행캡스톤디자인
Autonomous driving capstone design",전일용,"금15:00-16:15【22202】,금16:30-17:45【22202】",일반수업,22202,"5_15001615, 5_16301745"
ICE3037-41,소프트웨어융합대학,소프트웨어학과,"종합설계프로젝트
Capstone Design",조준동,"화18:00-19:15【22110】,화19:30-20:45【22110】",일반수업,22110,"2_18001915, 2_19302045"
ICE3037-42,소프트웨어융합대학,소프트웨어학과,"종합설계프로젝트
Capstone Design",양영구,"화18:00-19:15【85731】,화19:30-20:45【22203】",일반수업,85731,"2_18001915, 2_19302045"
ICE3037-43,소프트웨어융합대학,소프트웨어학과,"종합설계프로젝트
Capstone Design",유재천,"금12:00-13:15【23529】,금13:30-14:45【23529】",일반수업,23529,"5_12001315, 5_13301445"
ICE3037-44,소프트웨어융합대학,소프트웨어학과,"종합설계프로젝트
Capstone Design",이호준,"화12:00-13:15【26310】,목13:30-14:45【26310】",일반수업,26310,"2_12001315, 4_13301445"
ICE3043-41,소프트웨어융합대학,소프트웨어학과,"스마트카공학개론
Introduction to Smart Car Engineering",전재욱,"금09:00-10:15【23217】,금10:30-11:45【23217】",일반수업,23217,"5_09001015, 5_10301145"
ICE3045-41,소프트웨어융합대학,소프트웨어학과,"기계학습개론
Introduction to Machine Learning",박은병,"화16:30-17:45【23219】,목15:00-16:15【23219】",일반수업,23219,"2_16301745, 4_15001615"
ICE3050-41,소프트웨어융합대학,소프트웨어학과,"기계학습종합설계
Cornerstone Design: Advanced Machine Learning",박은병,"화09:00-10:15【400102】,화10:30-11:45【400102】",일반수업,400102,"2_09001015, 2_10301145"
ICE3051-41,소프트웨어융합대학,소프트웨어학과,"자율주행캡스톤디자인
Autonomous driving capstone design",전일용,"금15:00-16:15【22202】,금16:30-17:45【22202】",일반수업,22202,"5_15001615, 5_16301745"
SFC4002-41,소프트웨어융합대학,소프트웨어학과,"스마트팩토리캡스톤디자인2
Smart Factory Capstone Design 2",이채규,"화18:00-19:15【26312】,화19:30-20:45【26312】",일반수업,26312,"2_18001915, 2_19302045"
SWE2001-41,소프트웨어융합대학,소프트웨어학과,"시스템프로그램
System Program",이호준,"화16:30-17:45【26310】,목15:00-16:15【26310】",국제어수업,26310,"2_16301745, 4_15001615"
SWE2001-42,소프트웨어융합대학,소프트웨어학과,"시스템프로그램
System Program",엄영익,"화15:00-16:15【26310】,목16:30-17:45【26310】",일반수업,26310,"2_15001615, 4_16301745"
SWE2003-41,소프트웨어융합대학,소프트웨어학과,"오토마타
Automata",김응모,"금12:00-13:15【26310】,금13:30-14:45【26310】",일반수업,26310,"5_12001315, 5_13301445"
SWE2015-43,소프트웨어융합대학,소프트웨어학과,"자료구조개론
Data Structures",나브라티색서나,"수09:00-10:15【미지정】,수10:30-11:45【미지정】",국제어수업,,미지정
SWE2016-41,소프트웨어융합대학,소프트웨어학과,"알고리즘개론
Algorithms",추현승,"월10:30-11:45【26312】,수09:00-10:15【26312】",국제어수업,26312,"1_10301145, 3_09001015"
SWE2016-42,소프트웨어융합대학,소프트웨어학과,"알고리즘개론
Algorithms",김형식,"월10:30-11:45【26310】,수09:00-10:15【26310】",일반수업,26310,"1_10301145, 3_09001015"
SWE2001-41,소프트웨어융합대학,소프트웨어학과,"시스템프로그램
System Program",이호준,"화16:30-17:45【26310】,목15:00-16:15【26310】",국제어수업,26310,"2_16301745, 4_15001615"
SWE2001-42,소프트웨어융합대학,소프트웨어학과,"시스템프로그램
System Program",엄영익,"화15:00-16:15【26310】,목16:30-17:45【26310】",일반수업,26310,"2_15001615, 4_16301745"
