class_code,college_name,department_name,course_name,professor,class_time,class_type
MED3096-41,의과대학,의학과,"내과학실습
Internal Medicine Clerkship",이준혁,"월09:00-09:50【미지정】,월10:00-10:50【미지정】,월11:00-11:50【미지정】,월12:00-12:50【미지정】,월13:00-13:50【미지정】,월14:00-14:50【미지정】,월15:00-15:50【미지정】,월16:00-16:50【미지정】,월17:00-17:50【미지정】,월18:00-18:50【미지정】,",일반수업
MED3099-41,의과대학,의학과,"산부인과학실습
Obstetrics and Gynecology Clerkship",오수영,"수11:00-11:50【미지정】,수12:00-12:50【미지정】,수13:00-13:50【미지정】,수14:00-14:50【미지정】,수15:00-15:50【미지정】,수16:00-16:50【미지정】,수17:00-17:50【미지정】,수18:00-18:50【미지정】",일반수업
MED3100-41,의과대학,의학과,"소아청소년과학실습
Pediatrics Clerkship",허준,"수19:00-19:50【미지정】,수20:00-20:50【미지정】,수21:00-21:45【미지정】,수21:45-22:30【미지정】,수22:30-23:15【미지정】,목08:00-08:50【미지정】,목09:00-09:50【미지정】,목10:00-10:50【미지정】",일반수업
MED3101-41,의과대학,의학과,"신경과학실습
Neurologic Clerkship",김경문,"목11:00-11:50【미지정】,목12:00-12:50【미지정】,목13:00-13:50【미지정】,목14:00-14:50【미지정】,목15:00-15:50【미지정】,목16:00-16:50【미지정】,목17:00-17:50【미지정】,목18:00-18:50【미지정】",일반수업
MED3103-41,의과대학,의학과,"외과학실습1
Surgery Clerkship 1",김지수,"목11:00-11:50【미지정】,목12:00-12:50【미지정】,목13:00-13:50【미지정】,목14:00-14:50【미지정】,목15:00-15:50【미지정】,금08:00-08:50【미지정】,금09:00-09:50【미지정】,금10:00-10:50【미지정】",일반수업
MED3104-41,의과대학,의학과,"정신건강의학과학실습
Psychiatry Clerkship",정유숙,"금11:00-11:50【미지정】,금12:00-12:50【미지정】,금13:00-13:50【미지정】,금14:00-14:50【미지정】,금15:00-15:50【미지정】,금16:00-16:50【미지정】,금17:00-17:50【미지정】,금18:00-18:50【미지정】",일반수업
MED3107-41,의과대학,의학과,"영상의학실습
Diagnostic Radiology Clerkship ",한부경,"금19:00-19:50【미지정】,금20:00-20:50【미지정】,금21:00-21:45【미지정】,금21:45-22:30【미지정】",일반수업
MED3108-41,의과대학,의학과,"페이션트익스피리언스1
Patient Experience 1",전경만,"월08:00-08:50【미지정】,월09:00-09:50【미지정】",일반수업
MED3134-41,의과대학,의학과,"페이션트익스피리언스4
Patient Experience 4",박택규,"월12:00-12:50【미지정】,월13:00-13:50【미지정】",일반수업
MED3139-41,의과대학,의학과,"사회와의사:역학
Doctor and Society: Epidemiology",김종헌,"월15:00-15:50【711127】,월16:00-16:50【711127】",일반수업
MED3103-41,의과대학,의학과,"외과학실습1
Surgery Clerkship 1",김지수,"목11:00-11:50【미지정】,목12:00-12:50【미지정】,목13:00-13:50【미지정】,목14:00-14:50【미지정】,목15:00-15:50【미지정】,금08:00-08:50【미지정】,금09:00-09:50【미지정】,금10:00-10:50【미지정】",일반수업
MED3140-41,의과대학,의학과,"사회와의사:건강증진
Doctor and Society: Health Promotion",강민정,월15:00-15:50【711125】,일반수업
MED3148-41,의과대학,의학과,"핵심과정1(순환기학,신장학,호흡기학)
Core Course 1 (Cardiology,Nephrology,Pulmonology)",허우성,"수09:00-09:50【711127】,수10:00-10:50【711127】,수11:00-11:50【711127】,수12:00-12:50【711127】,수13:00-13:50【711127】,수15:00-15:50【711127】,목09:00-09:50【711127】,목10:00-10:50【711127】,목11:00-11:50",일반수업
MED3134-41,의과대학,의학과,"페이션트익스피리언스4
Patient Experience 4",박택규,"월12:00-12:50【미지정】,월13:00-13:50【미지정】",일반수업
MED3139-41,의과대학,의학과,"사회와의사:역학
Doctor and Society: Epidemiology",김종헌,"월15:00-15:50【711127】,월16:00-16:50【711127】",일반수업
MED3142-41,의과대학,의학과,"사회와의사:환경의학
Doctor and Society: Environment and Health ",김종헌,"수15:00-15:50【미지정】,수16:00-16:50【미지정】",일반수업
MED3146-41,의과대학,의학과,"의료윤리1
Medical Ethics 1",최연호,금11:00-11:50【711127】,일반수업
MED3147-41,의과대학,의학과,"임상기초의학
Human Health and Disease",윤진영,"화11:00-11:50【711127】,화12:00-12:50【711127】,화13:00-13:50【711127】",일반수업
MED3140-41,의과대학,의학과,"사회와의사:건강증진
Doctor and Society: Health Promotion",강민정,월15:00-15:50【711125】,일반수업
MED3141-41,의과대학,의학과,"사회와의사:의료관리
Doctor and Society: Health Policy and Management",박재현,월14:00-14:50【미지정】,일반수업
MED3148-41,의과대학,의학과,"핵심과정1(순환기학,신장학,호흡기학)
Core Course 1 (Cardiology,Nephrology,Pulmonology)",허우성,"수09:00-09:50【711127】,수10:00-10:50【711127】,수11:00-11:50【711127】,수12:00-12:50【711127】,수13:00-13:50【711127】,수15:00-15:50【711127】,목09:00-09:50【711127】,목10:00-10:50【711127】,목11:00-11:50",일반수업
MED3151-41,의과대학,의학과,"핵심과정4(감염학,알레르기학)
Core Course 4 (Infection,Allergy)",최동철,"월09:00-09:50【711125】,월10:00-10:50【711125】,월11:00-11:50【711125】,월12:00-12:50【711125】",일반수업
MED3152-41,의과대학,의학과,"핵심과정5(근골격계학,류마티스학,피부과학)
Core Course 5 (Musculoskeletal,Rheumatology,Dermatology)",성기선,"화09:00-09:50【711125】,화10:00-10:50【711125】,화11:00-11:50【711125】,화13:00-13:50【711125】,화14:00-14:50【711125】",일반수업
MED3153-41,의과대학,의학과,"핵심과정6(생식의학,소아과학)
Core Course 6 (Obstetrics-gynecology,Pediatrics)",허준,"화16:00-16:50【711125】,수09:00-09:50【711125】,수10:00-10:50【711125】,수11:00-11:50【711125】,수13:00-13:50【711125】,수14:00-14:50【711125】,수15:00-15:50【711125】,수16:00-16:50【711125】",일반수업
MED3155-41,의과대학,의학과,"핵심과정평가
Core Course Assessment",이상훈,목10:00-10:50【711125】,일반수업
MED3146-41,의과대학,의학과,"의료윤리1
Medical Ethics 1",최연호,금11:00-11:50【711127】,일반수업
MED3147-41,의과대학,의학과,"임상기초의학
Human Health and Disease",윤진영,"화11:00-11:50【711127】,화12:00-12:50【711127】,화13:00-13:50【711127】",일반수업
MED3152-41,의과대학,의학과,"핵심과정5(근골격계학,류마티스학,피부과학)
Core Course 5 (Musculoskeletal,Rheumatology,Dermatology)",성기선,"화09:00-09:50【711125】,화10:00-10:50【711125】,화11:00-11:50【711125】,화13:00-13:50【711125】,화14:00-14:50【711125】",일반수업
MED3153-41,의과대학,의학과,"핵심과정6(생식의학,소아과학)
Core Course 6 (Obstetrics-gynecology,Pediatrics)",허준,"화16:00-16:50【711125】,수09:00-09:50【711125】,수10:00-10:50【711125】,수11:00-11:50【711125】,수13:00-13:50【711125】,수14:00-14:50【711125】,수15:00-15:50【711125】,수16:00-16:50【711125】",일반수업
MED3155-41,의과대학,의학과,"핵심과정평가
Core Course Assessment",이상훈,목10:00-10:50【711125】,일반수업
MED3159-41,의과대학,의학과,"임상실습입문
Introduction to Clerkship",이준혁,"화09:00-09:50【미지정】,화10:00-10:50【미지정】",일반수업
MED3160-41,의과대학,의학과,"통합실습
Integrated Clinical Practice",최준영,"화11:00-11:50【미지정】,화12:00-12:50【미지정】,화13:00-13:50【미지정】,화14:00-14:50【미지정】",일반수업
MED3156-41,의과대학,의학과,"인체유전심화
Human Genetics, Advanced",김희진,목09:00-09:50【711125】,일반수업
MED3158-41,의과대학,의학과,"환자와의사3
Patient-Doctor 3",전경만,"금09:00-09:50【711125】,금10:00-10:50【711125】",일반수업
MED3173-41,의과대학,의학과,"임상종합실습
Comprehensive Clinical Science Clerkship",이병재,"목08:00-08:50【미지정】,목09:00-09:50【미지정】,목10:00-10:50【미지정】,목11:00-11:50【미지정】,목12:00-12:50【미지정】,목13:00-13:50【미지정】,목14:00-14:50【미지정】,목15:00-15:50【미지정】,목16:00-16:50【미지정】,목17:00-17:50【미지정】,",일반수업
MED7001-41,의과대학,의학과,"의료AI정보학
Biomedical Informatics for Artificial Intelligence",양광모,"화18:00-18:50【미지정】,화19:00-19:50【미지정】,화20:00-20:50【미지정】",국제어수업
MED7002-41,의과대학,의학과,"AI의료윤리
Medical AI Ethics",김형진,"금18:00-18:50【미지정】,금19:00-19:50【미지정】,금20:00-20:50【미지정】",국제어수업
MED3159-41,의과대학,의학과,"임상실습입문
Introduction to Clerkship",이준혁,"화09:00-09:50【미지정】,화10:00-10:50【미지정】",일반수업
MED3160-41,의과대학,의학과,"통합실습
Integrated Clinical Practice",최준영,"화11:00-11:50【미지정】,화12:00-12:50【미지정】,화13:00-13:50【미지정】,화14:00-14:50【미지정】",일반수업
MED3162-41,의과대학,의학과,"임상의학종합평가
Comprehension of Clinical Science",이병재,수08:00-08:50【미지정】,일반수업
MED3156-41,의과대학,의학과,"인체유전심화
Human Genetics, Advanced",김희진,목09:00-09:50【711125】,일반수업
MED3158-41,의과대학,의학과,"환자와의사3
Patient-Doctor 3",전경만,"금09:00-09:50【711125】,금10:00-10:50【711125】",일반수업
MED3173-41,의과대학,의학과,"임상종합실습
Comprehensive Clinical Science Clerkship",이병재,"목08:00-08:50【미지정】,목09:00-09:50【미지정】,목10:00-10:50【미지정】,목11:00-11:50【미지정】,목12:00-12:50【미지정】,목13:00-13:50【미지정】,목14:00-14:50【미지정】,목15:00-15:50【미지정】,목16:00-16:50【미지정】,목17:00-17:50【미지정】,",일반수업
MED7001-41,의과대학,의학과,"의료AI정보학
Biomedical Informatics for Artificial Intelligence",양광모,"화18:00-18:50【미지정】,화19:00-19:50【미지정】,화20:00-20:50【미지정】",국제어수업
MED7002-41,의과대학,의학과,"AI의료윤리
Medical AI Ethics",김형진,"금18:00-18:50【미지정】,금19:00-19:50【미지정】,금20:00-20:50【미지정】",국제어수업
MED3159-41,의과대학,의학과,"임상실습입문
Introduction to Clerkship",이준혁,"화09:00-09:50【미지정】,화10:00-10:50【미지정】",일반수업
MED3160-41,의과대학,의학과,"통합실습
Integrated Clinical Practice",최준영,"화11:00-11:50【미지정】,화12:00-12:50【미지정】,화13:00-13:50【미지정】,화14:00-14:50【미지정】",일반수업
MED3162-41,의과대학,의학과,"임상의학종합평가
Comprehension of Clinical Science",이병재,수08:00-08:50【미지정】,일반수업
MED3156-41,의과대학,의학과,"인체유전심화
Human Genetics, Advanced",김희진,목09:00-09:50【711125】,일반수업
MED3158-41,의과대학,의학과,"환자와의사3
Patient-Doctor 3",전경만,"금09:00-09:50【711125】,금10:00-10:50【711125】",일반수업
MED3173-41,의과대학,의학과,"임상종합실습
Comprehensive Clinical Science Clerkship",이병재,"목08:00-08:50【미지정】,목09:00-09:50【미지정】,목10:00-10:50【미지정】,목11:00-11:50【미지정】,목12:00-12:50【미지정】,목13:00-13:50【미지정】,목14:00-14:50【미지정】,목15:00-15:50【미지정】,목16:00-16:50【미지정】,목17:00-17:50【미지정】,",일반수업
MED7001-41,의과대학,의학과,"의료AI정보학
Biomedical Informatics for Artificial Intelligence",양광모,"화18:00-18:50【미지정】,화19:00-19:50【미지정】,화20:00-20:50【미지정】",국제어수업
MED7002-41,의과대학,의학과,"AI의료윤리
Medical AI Ethics",김형진,"금18:00-18:50【미지정】,금19:00-19:50【미지정】,금20:00-20:50【미지정】",국제어수업
MED3159-41,의과대학,의학과,"임상실습입문
Introduction to Clerkship",이준혁,"화09:00-09:50【미지정】,화10:00-10:50【미지정】",일반수업
MED3160-41,의과대학,의학과,"통합실습
Integrated Clinical Practice",최준영,"화11:00-11:50【미지정】,화12:00-12:50【미지정】,화13:00-13:50【미지정】,화14:00-14:50【미지정】",일반수업
MED3162-41,의과대학,의학과,"임상의학종합평가
Comprehension of Clinical Science",이병재,수08:00-08:50【미지정】,일반수업
MED3156-41,의과대학,의학과,"인체유전심화
Human Genetics, Advanced",김희진,목09:00-09:50【711125】,일반수업
MED3158-41,의과대학,의학과,"환자와의사3
Patient-Doctor 3",전경만,"금09:00-09:50【711125】,금10:00-10:50【711125】",일반수업
MED3173-41,의과대학,의학과,"임상종합실습
Comprehensive Clinical Science Clerkship",이병재,"목08:00-08:50【미지정】,목09:00-09:50【미지정】,목10:00-10:50【미지정】,목11:00-11:50【미지정】,목12:00-12:50【미지정】,목13:00-13:50【미지정】,목14:00-14:50【미지정】,목15:00-15:50【미지정】,목16:00-16:50【미지정】,목17:00-17:50【미지정】,",일반수업
MED7001-41,의과대학,의학과,"의료AI정보학
Biomedical Informatics for Artificial Intelligence",양광모,"화18:00-18:50【미지정】,화19:00-19:50【미지정】,화20:00-20:50【미지정】",국제어수업
MED7002-41,의과대학,의학과,"AI의료윤리
Medical AI Ethics",김형진,"금18:00-18:50【미지정】,금19:00-19:50【미지정】,금20:00-20:50【미지정】",국제어수업
MED3159-41,의과대학,의학과,"임상실습입문
Introduction to Clerkship",이준혁,"화09:00-09:50【미지정】,화10:00-10:50【미지정】",일반수업
MED3160-41,의과대학,의학과,"통합실습
Integrated Clinical Practice",최준영,"화11:00-11:50【미지정】,화12:00-12:50【미지정】,화13:00-13:50【미지정】,화14:00-14:50【미지정】",일반수업
MED3162-41,의과대학,의학과,"임상의학종합평가
Comprehension of Clinical Science",이병재,수08:00-08:50【미지정】,일반수업
MED3156-41,의과대학,의학과,"인체유전심화
Human Genetics, Advanced",김희진,목09:00-09:50【711125】,일반수업
MED3158-41,의과대학,의학과,"환자와의사3
Patient-Doctor 3",전경만,"금09:00-09:50【711125】,금10:00-10:50【711125】",일반수업
MED3173-41,의과대학,의학과,"임상종합실습
Comprehensive Clinical Science Clerkship",이병재,"목08:00-08:50【미지정】,목09:00-09:50【미지정】,목10:00-10:50【미지정】,목11:00-11:50【미지정】,목12:00-12:50【미지정】,목13:00-13:50【미지정】,목14:00-14:50【미지정】,목15:00-15:50【미지정】,목16:00-16:50【미지정】,목17:00-17:50【미지정】,",일반수업
MED7001-41,의과대학,의학과,"의료AI정보학
Biomedical Informatics for Artificial Intelligence",양광모,"화18:00-18:50【미지정】,화19:00-19:50【미지정】,화20:00-20:50【미지정】",국제어수업
MED7002-41,의과대학,의학과,"AI의료윤리
Medical AI Ethics",김형진,"금18:00-18:50【미지정】,금19:00-19:50【미지정】,금20:00-20:50【미지정】",국제어수업
MED3159-41,의과대학,의학과,"임상실습입문
Introduction to Clerkship",이준혁,"화09:00-09:50【미지정】,화10:00-10:50【미지정】",일반수업
MED3160-41,의과대학,의학과,"통합실습
Integrated Clinical Practice",최준영,"화11:00-11:50【미지정】,화12:00-12:50【미지정】,화13:00-13:50【미지정】,화14:00-14:50【미지정】",일반수업
MED3162-41,의과대학,의학과,"임상의학종합평가
Comprehension of Clinical Science",이병재,수08:00-08:50【미지정】,일반수업
MED3156-41,의과대학,의학과,"인체유전심화
Human Genetics, Advanced",김희진,목09:00-09:50【711125】,일반수업
MED3158-41,의과대학,의학과,"환자와의사3
Patient-Doctor 3",전경만,"금09:00-09:50【711125】,금10:00-10:50【711125】",일반수업
MED3173-41,의과대학,의학과,"임상종합실습
Comprehensive Clinical Science Clerkship",이병재,"목08:00-08:50【미지정】,목09:00-09:50【미지정】,목10:00-10:50【미지정】,목11:00-11:50【미지정】,목12:00-12:50【미지정】,목13:00-13:50【미지정】,목14:00-14:50【미지정】,목15:00-15:50【미지정】,목16:00-16:50【미지정】,목17:00-17:50【미지정】,",일반수업
MED7001-41,의과대학,의학과,"의료AI정보학
Biomedical Informatics for Artificial Intelligence",양광모,"화18:00-18:50【미지정】,화19:00-19:50【미지정】,화20:00-20:50【미지정】",국제어수업
MED7002-41,의과대학,의학과,"AI의료윤리
Medical AI Ethics",김형진,"금18:00-18:50【미지정】,금19:00-19:50【미지정】,금20:00-20:50【미지정】",국제어수업
MED3159-41,의과대학,의학과,"임상실습입문
Introduction to Clerkship",이준혁,"화09:00-09:50【미지정】,화10:00-10:50【미지정】",일반수업
MED3160-41,의과대학,의학과,"통합실습
Integrated Clinical Practice",최준영,"화11:00-11:50【미지정】,화12:00-12:50【미지정】,화13:00-13:50【미지정】,화14:00-14:50【미지정】",일반수업
MED3162-41,의과대학,의학과,"임상의학종합평가
Comprehension of Clinical Science",이병재,수08:00-08:50【미지정】,일반수업
MED3156-41,의과대학,의학과,"인체유전심화
Human Genetics, Advanced",김희진,목09:00-09:50【711125】,일반수업
MED3158-41,의과대학,의학과,"환자와의사3
Patient-Doctor 3",전경만,"금09:00-09:50【711125】,금10:00-10:50【711125】",일반수업
MED3173-41,의과대학,의학과,"임상종합실습
Comprehensive Clinical Science Clerkship",이병재,"목08:00-08:50【미지정】,목09:00-09:50【미지정】,목10:00-10:50【미지정】,목11:00-11:50【미지정】,목12:00-12:50【미지정】,목13:00-13:50【미지정】,목14:00-14:50【미지정】,목15:00-15:50【미지정】,목16:00-16:50【미지정】,목17:00-17:50【미지정】,",일반수업
MED7001-41,의과대학,의학과,"의료AI정보학
Biomedical Informatics for Artificial Intelligence",양광모,"화18:00-18:50【미지정】,화19:00-19:50【미지정】,화20:00-20:50【미지정】",국제어수업
MED7002-41,의과대학,의학과,"AI의료윤리
Medical AI Ethics",김형진,"금18:00-18:50【미지정】,금19:00-19:50【미지정】,금20:00-20:50【미지정】",국제어수업
MED3159-41,의과대학,의학과,"임상실습입문
Introduction to Clerkship",이준혁,"화09:00-09:50【미지정】,화10:00-10:50【미지정】",일반수업
MED3160-41,의과대학,의학과,"통합실습
Integrated Clinical Practice",최준영,"화11:00-11:50【미지정】,화12:00-12:50【미지정】,화13:00-13:50【미지정】,화14:00-14:50【미지정】",일반수업
MED3162-41,의과대학,의학과,"임상의학종합평가
Comprehension of Clinical Science",이병재,수08:00-08:50【미지정】,일반수업
MED3156-41,의과대학,의학과,"인체유전심화
Human Genetics, Advanced",김희진,목09:00-09:50【711125】,일반수업
MED3158-41,의과대학,의학과,"환자와의사3
Patient-Doctor 3",전경만,"금09:00-09:50【711125】,금10:00-10:50【711125】",일반수업
MED3173-41,의과대학,의학과,"임상종합실습
Comprehensive Clinical Science Clerkship",이병재,"목08:00-08:50【미지정】,목09:00-09:50【미지정】,목10:00-10:50【미지정】,목11:00-11:50【미지정】,목12:00-12:50【미지정】,목13:00-13:50【미지정】,목14:00-14:50【미지정】,목15:00-15:50【미지정】,목16:00-16:50【미지정】,목17:00-17:50【미지정】,",일반수업
MED7001-41,의과대학,의학과,"의료AI정보학
Biomedical Informatics for Artificial Intelligence",양광모,"화18:00-18:50【미지정】,화19:00-19:50【미지정】,화20:00-20:50【미지정】",국제어수업
MED7002-41,의과대학,의학과,"AI의료윤리
Medical AI Ethics",김형진,"금18:00-18:50【미지정】,금19:00-19:50【미지정】,금20:00-20:50【미지정】",국제어수업
MED3159-41,의과대학,의학과,"임상실습입문
Introduction to Clerkship",이준혁,"화09:00-09:50【미지정】,화10:00-10:50【미지정】",일반수업
MED3160-41,의과대학,의학과,"통합실습
Integrated Clinical Practice",최준영,"화11:00-11:50【미지정】,화12:00-12:50【미지정】,화13:00-13:50【미지정】,화14:00-14:50【미지정】",일반수업
MED3162-41,의과대학,의학과,"임상의학종합평가
Comprehension of Clinical Science",이병재,수08:00-08:50【미지정】,일반수업
MED3156-41,의과대학,의학과,"인체유전심화
Human Genetics, Advanced",김희진,목09:00-09:50【711125】,일반수업
MED3158-41,의과대학,의학과,"환자와의사3
Patient-Doctor 3",전경만,"금09:00-09:50【711125】,금10:00-10:50【711125】",일반수업
MED3173-41,의과대학,의학과,"임상종합실습
Comprehensive Clinical Science Clerkship",이병재,"목08:00-08:50【미지정】,목09:00-09:50【미지정】,목10:00-10:50【미지정】,목11:00-11:50【미지정】,목12:00-12:50【미지정】,목13:00-13:50【미지정】,목14:00-14:50【미지정】,목15:00-15:50【미지정】,목16:00-16:50【미지정】,목17:00-17:50【미지정】,",일반수업
MED7001-41,의과대학,의학과,"의료AI정보학
Biomedical Informatics for Artificial Intelligence",양광모,"화18:00-18:50【미지정】,화19:00-19:50【미지정】,화20:00-20:50【미지정】",국제어수업
MED7002-41,의과대학,의학과,"AI의료윤리
Medical AI Ethics",김형진,"금18:00-18:50【미지정】,금19:00-19:50【미지정】,금20:00-20:50【미지정】",국제어수업
MED3159-41,의과대학,의학과,"임상실습입문
Introduction to Clerkship",이준혁,"화09:00-09:50【미지정】,화10:00-10:50【미지정】",일반수업
MED3160-41,의과대학,의학과,"통합실습
Integrated Clinical Practice",최준영,"화11:00-11:50【미지정】,화12:00-12:50【미지정】,화13:00-13:50【미지정】,화14:00-14:50【미지정】",일반수업
MED3162-41,의과대학,의학과,"임상의학종합평가
Comprehension of Clinical Science",이병재,수08:00-08:50【미지정】,일반수업
MED3156-41,의과대학,의학과,"인체유전심화
Human Genetics, Advanced",김희진,목09:00-09:50【711125】,일반수업
MED3158-41,의과대학,의학과,"환자와의사3
Patient-Doctor 3",전경만,"금09:00-09:50【711125】,금10:00-10:50【711125】",일반수업
MED3173-41,의과대학,의학과,"임상종합실습
Comprehensive Clinical Science Clerkship",이병재,"목08:00-08:50【미지정】,목09:00-09:50【미지정】,목10:00-10:50【미지정】,목11:00-11:50【미지정】,목12:00-12:50【미지정】,목13:00-13:50【미지정】,목14:00-14:50【미지정】,목15:00-15:50【미지정】,목16:00-16:50【미지정】,목17:00-17:50【미지정】,",일반수업
MED7001-41,의과대학,의학과,"의료AI정보학
Biomedical Informatics for Artificial Intelligence",양광모,"화18:00-18:50【미지정】,화19:00-19:50【미지정】,화20:00-20:50【미지정】",국제어수업
MED7002-41,의과대학,의학과,"AI의료윤리
Medical AI Ethics",김형진,"금18:00-18:50【미지정】,금19:00-19:50【미지정】,금20:00-20:50【미지정】",국제어수업
MED3159-41,의과대학,의학과,"임상실습입문
Introduction to Clerkship",이준혁,"화09:00-09:50【미지정】,화10:00-10:50【미지정】",일반수업
MED3160-41,의과대학,의학과,"통합실습
Integrated Clinical Practice",최준영,"화11:00-11:50【미지정】,화12:00-12:50【미지정】,화13:00-13:50【미지정】,화14:00-14:50【미지정】",일반수업
MED3162-41,의과대학,의학과,"임상의학종합평가
Comprehension of Clinical Science",이병재,수08:00-08:50【미지정】,일반수업
MED3156-41,의과대학,의학과,"인체유전심화
Human Genetics, Advanced",김희진,목09:00-09:50【711125】,일반수업
MED3158-41,의과대학,의학과,"환자와의사3
Patient-Doctor 3",전경만,"금09:00-09:50【711125】,금10:00-10:50【711125】",일반수업
MED3173-41,의과대학,의학과,"임상종합실습
Comprehensive Clinical Science Clerkship",이병재,"목08:00-08:50【미지정】,목09:00-09:50【미지정】,목10:00-10:50【미지정】,목11:00-11:50【미지정】,목12:00-12:50【미지정】,목13:00-13:50【미지정】,목14:00-14:50【미지정】,목15:00-15:50【미지정】,목16:00-16:50【미지정】,목17:00-17:50【미지정】,",일반수업
MED7001-41,의과대학,의학과,"의료AI정보학
Biomedical Informatics for Artificial Intelligence",양광모,"화18:00-18:50【미지정】,화19:00-19:50【미지정】,화20:00-20:50【미지정】",국제어수업
MED7002-41,의과대학,의학과,"AI의료윤리
Medical AI Ethics",김형진,"금18:00-18:50【미지정】,금19:00-19:50【미지정】,금20:00-20:50【미지정】",국제어수업
MED3159-41,의과대학,의학과,"임상실습입문
Introduction to Clerkship",이준혁,"화09:00-09:50【미지정】,화10:00-10:50【미지정】",일반수업
MED3160-41,의과대학,의학과,"통합실습
Integrated Clinical Practice",최준영,"화11:00-11:50【미지정】,화12:00-12:50【미지정】,화13:00-13:50【미지정】,화14:00-14:50【미지정】",일반수업
MED3162-41,의과대학,의학과,"임상의학종합평가
Comprehension of Clinical Science",이병재,수08:00-08:50【미지정】,일반수업
MED3156-41,의과대학,의학과,"인체유전심화
Human Genetics, Advanced",김희진,목09:00-09:50【711125】,일반수업
MED3158-41,의과대학,의학과,"환자와의사3
Patient-Doctor 3",전경만,"금09:00-09:50【711125】,금10:00-10:50【711125】",일반수업
MED3173-41,의과대학,의학과,"임상종합실습
Comprehensive Clinical Science Clerkship",이병재,"목08:00-08:50【미지정】,목09:00-09:50【미지정】,목10:00-10:50【미지정】,목11:00-11:50【미지정】,목12:00-12:50【미지정】,목13:00-13:50【미지정】,목14:00-14:50【미지정】,목15:00-15:50【미지정】,목16:00-16:50【미지정】,목17:00-17:50【미지정】,",일반수업
MED7001-41,의과대학,의학과,"의료AI정보학
Biomedical Informatics for Artificial Intelligence",양광모,"화18:00-18:50【미지정】,화19:00-19:50【미지정】,화20:00-20:50【미지정】",국제어수업
MED7002-41,의과대학,의학과,"AI의료윤리
Medical AI Ethics",김형진,"금18:00-18:50【미지정】,금19:00-19:50【미지정】,금20:00-20:50【미지정】",국제어수업
