college_name,Department Name,Course Name,Professor,Class Time
성균융합원,에너지과학연계전공,"물리전자
Physical Electronics",유우종,"화09:00-10:15【22410】,목10:30-11:45【22410】"
성균융합원,에너지과학연계전공,"물리전자
Physical Electronics",이재형,"화09:00-10:15【22211】,목10:30-11:45【22211】"
성균융합원,에너지과학연계전공,"물리전자
Physical Electronics",김길호,"화09:00-10:15【22110】,목10:30-11:45【22110】"
성균융합원,에너지과학연계전공,"물리전자
Physical Electronics",송장근,"화09:00-10:15【21502】,목10:30-11:45【21502】"
성균융합원,에너지과학연계전공,"에너지와환경
Energy and Environment",류창국,"화12:00-13:15【22310】,목13:30-14:45【22310】"
성균융합원,에너지과학연계전공,"에너지와환경
Energy and Environment",이원영,"화13:30-14:45【22310】,목12:00-13:15【22310】"
성균융합원,에너지과학연계전공,"에너지와환경
Energy and Environment",백상열,"월13:30-14:45【22312】,수12:00-13:15【22312】"
성균융합원,에너지과학연계전공,"에너지소재기초및응용
Fundamentals and Applications of Energy Materials",김성웅,"금15:00-16:15【86126】,금16:30-17:45【86126】"
성균융합원,에너지과학연계전공,"양자전자소자
Quantum electronic device",임성주,"화09:00-10:15【86108】,화10:30-11:45【86108】"
성균융합원,에너지과학연계전공,"저차원물질의열특성및응용
Heat transfer properties in low dimensional materials and their applications",임성주,"목09:00-10:15【86108】,목10:30-11:45【86108】"
성균융합원,에너지과학연계전공,"고급양자점소재와소자
Advanced course for quantum dot materials and devices",정소희,"월12:00-13:15【86126】,월13:30-14:45【86126】"
성균융합원,에너지과학연계전공,"전자재료및소자개론
Introduction to Electronic Materials and Devices",명창우,"목09:00-10:15【86126】,목10:30-11:45【86126】"
성균융합원,에너지과학연계전공,"페로브스카이트소재와광전자소자
Perovskite based Optoelectronics",정재기,"금12:00-13:15【86126】,금13:30-14:45【86126】"
성균융합원,에너지과학연계전공,"에너지기초실험
Basic Experimental Technique for Energy Science",윤원섭,"월18:00-19:15【86126】,월19:30-20:45【86126】"
성균융합원,에너지과학연계전공,"고체물리1
Physics of Solids 1",최우석,"화10:30-11:45【31214】,목09:00-10:15【31214】"
성균융합원,인공지능융합전공,"융합연구프로젝트1
Convergence Research Project 1",자연과학,일반수업
성균융합원,인공지능융합전공,"융합연구프로젝트2
Convergence Research Project 2",자연과학,일반수업
성균융합원,인공지능융합전공,"융합연구프로젝트3
Convergence Research Project 3",자연과학,일반수업
성균융합원,인공지능융합전공,"융합연구프로젝트4
Convergence Research Project 4",자연과학,일반수업
성균융합원,인공지능융합전공,"산학융합캡스톤디자인
Industry Collaborative Capstone Design",김미소,"금18:00-19:15【26223】,금19:30-20:45【26223】"
성균융합원,인공지능융합전공,"자료구조개론
Data Structures",염익준,"월09:00-10:15【23217】,수10:30-11:45【23217】"
성균융합원,인공지능융합전공,"자료구조개론
Data Structures",이진규,"화09:00-10:15【26312】,목10:30-11:45【26312】"
성균융합원,인공지능융합전공,"자료구조개론
Data Structures",나브라티색서나,"수09:00-10:15【미지정】,수10:30-11:45【미지정】"
성균융합원,인공지능융합전공,"알고리즘개론
Algorithms",조대호,"화13:30-14:45【26310】,목12:00-13:15【26310】"
성균융합원,인공지능융합전공,"컴퓨터개론
Introduction to Computer Engineering",우홍욱,"목13:00-13:50【26312】,목14:00-14:50【26312】"
성균융합원,인공지능융합전공,"알고리즘개론
Algorithms",추현승,"월10:30-11:45【26312】,수09:00-10:15【26312】"
성균융합원,인공지능융합전공,"알고리즘개론
Algorithms",김형식,"월10:30-11:45【26310】,수09:00-10:15【26310】"
성균융합원,인공지능융합전공,"운영체제
Operating Systems",서의성,"월12:00-13:15【23217】,수13:30-14:45【23217】"
성균융합원,인공지능융합전공,"운영체제
Operating Systems",엄영익,"화12:00-13:15【27511】,목13:30-14:45【27511】"
성균융합원,인공지능융합전공,"프로그래밍언어
Programming Languages",황성재,"화15:00-16:15【330110】,목16:30-17:45【330110】"
성균융합원,인공지능융합전공,"프로그래밍언어
Programming Languages",타메르,"화10:30-11:45【26312】,목09:00-10:15【26312】"
성균융합원,인공지능융합전공,"컴퓨터네트웍개론
Computer Networks",정재훈,"월16:30-17:45【85718】,수15:00-16:15【85718】"
성균융합원,인공지능융합전공,"컴퓨터그래픽스개론
Introduction to Computer Graphics",이성길,"월16:30-17:45【27511】,수15:00-16:15【27511】"
성균융합원,인공지능융합전공,"인공지능개론
Introduction to Artificial Intelligence",박진영,"월12:00-13:15【26312】,수13:30-14:45【26312】"
성균융합원,인공지능융합전공,"인공지능개론
Introduction to Artificial Intelligence",김광수,"화15:00-16:15【26515】,목16:30-17:45【26515】"
성균융합원,인공지능융합전공,"인공지능개론
Introduction to Artificial Intelligence",고영중,"금09:00-10:15【400102】,금10:30-11:45【400102】"
성균융합원,인공지능융합전공,"컴퓨터네트웍개론
Computer Networks",염익준,"화13:30-14:45【85712】,목12:00-13:15【85712】"
성균융합원,인공지능융합전공,"컴퓨터네트웍개론
Computer Networks",황재현,"월13:30-14:45【400126】,수12:00-13:15【400126】"
성균융합원,인공지능융합전공,"정보보호개론
Computer Security",최형기,"월13:30-14:45【26312】,수12:00-13:15【26312】"
성균융합원,인공지능융합전공,"심층신경망개론
Introduction to Deep Neural Networks",이지형,"월10:30-11:45【26223】,수09:00-10:15【26223】"
성균융합원,인포매틱스융합전공,"종합설계프로젝트
Capstone Design",조준동,"화18:00-19:15【22110】,화19:30-20:45【22110】"
성균융합원,인포매틱스융합전공,"종합설계프로젝트
Capstone Design",양영구,"화18:00-19:15【85731】,화19:30-20:45【22203】"
성균융합원,인포매틱스융합전공,"종합설계프로젝트
Capstone Design",유재천,"금12:00-13:15【23529】,금13:30-14:45【23529】"
성균융합원,인포매틱스융합전공,"종합설계프로젝트
Capstone Design",이호준,"화12:00-13:15【26310】,목13:30-14:45【26310】"
성균융합원,인포매틱스융합전공,"시스템프로그램
System Program",이호준,"화16:30-17:45【26310】,목15:00-16:15【26310】"
성균융합원,인포매틱스융합전공,"시스템프로그램
System Program",엄영익,"화15:00-16:15【26310】,목16:30-17:45【26310】"
성균융합원,인포매틱스융합전공,"자료구조개론
Data Structures",염익준,"월09:00-10:15【23217】,수10:30-11:45【23217】"
성균융합원,인포매틱스융합전공,"자료구조개론
Data Structures",이진규,"화09:00-10:15【26312】,목10:30-11:45【26312】"
성균융합원,인포매틱스융합전공,"알고리즘개론
Algorithms",김형식,"월10:30-11:45【26310】,수09:00-10:15【26310】"
성균융합원,인포매틱스융합전공,"알고리즘개론
Algorithms",조대호,"화13:30-14:45【26310】,목12:00-13:15【26310】"
성균융합원,인포매틱스융합전공,"자료구조개론
Data Structures",나브라티색서나,"수09:00-10:15【미지정】,수10:30-11:45【미지정】"
성균융합원,인포매틱스융합전공,"알고리즘개론
Algorithms",추현승,"월10:30-11:45【26312】,수09:00-10:15【26312】"
성균융합원,인포매틱스융합전공,"오픈소스소프트웨어실습
Open Source Software Practice",박진영,"수18:00-18:50【330102】,수19:00-19:50【330102】,수20:00-20:50【330102】,수21:00-21:45【330102】"
성균융합원,인포매틱스융합전공,"JAVA프로그래밍실습
JAVA Programming Lab",타메르,"목18:00-18:50【85712】,목19:00-19:50【85712】,목20:00-20:50【85712】,목21:00-21:45【85712】"
성균융합원,인포매틱스융합전공,"시스템프로그래밍실습
System Programming Lab",한환수,"월18:00-18:50【85718】,월19:00-19:50【85718】,월20:00-20:50【85718】,월21:00-21:45【85718】"
성균융합원,인포매틱스융합전공,"시스템프로그래밍실습
System Programming Lab",서의성,"월18:00-18:50【85702】,월19:00-19:50【85702】,월20:00-20:50【85702】,월21:00-21:45【85702】"
성균융합원,인포매틱스융합전공,"데이터베이스개론
Introduction to Database",남범석,"화16:30-17:45【27511】,목15:00-16:15【27511】"
성균융합원,인포매틱스융합전공,"시스템프로그래밍실습
System Programming Lab",이준원,"월18:00-18:50【85712】,월19:00-19:50【85712】,월20:00-20:50【85712】,월21:00-21:45【85712】"
성균융합원,인포매틱스융합전공,"시스템프로그래밍실습
System Programming Lab",서의성,"수18:00-18:50【400118】,수19:00-19:50【400202】,수20:00-20:50【400202】,수21:00-21:45【400202】"
성균융합원,인포매틱스융합전공,"소프트웨어공학개론
Introduction to Software Engineering",이은석,"금15:00-16:15【85718】,금16:30-17:45【85718】"
성균융합원,인포매틱스융합전공,"소프트웨어공학개론
Introduction to Software Engineering",차수영,"월09:00-10:15【26312】,수10:30-11:45【26312】"
성균융합원,인포매틱스융합전공,"운영체제
Operating Systems",서의성,"월12:00-13:15【23217】,수13:30-14:45【23217】"
성균융합원,인포매틱스융합전공,"운영체제
Operating Systems",엄영익,"화12:00-13:15【27511】,목13:30-14:45【27511】"
성균융합원,인포매틱스융합전공,"컴퓨터구조개론
Introduction to Computer Architectures",조형민,"월13:30-14:45【23217】,수12:00-13:15【23217】"
성균융합원,인포매틱스융합전공,"컴퓨터구조개론
Introduction to Computer Architectures",신동군,"월12:00-13:15【400126】,수13:30-14:45【400126】"
성균융합원,인포매틱스융합전공,"컴퓨터구조개론
Introduction to Computer Architectures",한태희,"월10:30-11:45【400118】,수09:00-10:15【400118】"
성균융합원,인포매틱스융합전공,"프로그래밍언어
Programming Languages",황성재,"화15:00-16:15【330110】,목16:30-17:45【330110】"
성균융합원,인포매틱스융합전공,"프로그래밍언어
Programming Languages",타메르,"화10:30-11:45【26312】,목09:00-10:15【26312】"
성균융합원,인포매틱스융합전공,"컴퓨터그래픽스개론
Introduction to Computer Graphics",이성길,"월16:30-17:45【27511】,수15:00-16:15【27511】"
성균융합원,인포매틱스융합전공,"인공지능개론
Introduction to Artificial Intelligence",박진영,"월12:00-13:15【26312】,수13:30-14:45【26312】"
성균융합원,인포매틱스융합전공,"인공지능개론
Introduction to Artificial Intelligence",김광수,"화15:00-16:15【26515】,목16:30-17:45【26515】"
성균융합원,인포매틱스융합전공,"인공지능개론
Introduction to Artificial Intelligence",고영중,"금09:00-10:15【400102】,금10:30-11:45【400102】"
성균융합원,인포매틱스융합전공,"컴퓨터네트웍개론
Computer Networks",정재훈,"월16:30-17:45【85718】,수15:00-16:15【85718】"
성균융합원,인포매틱스융합전공,"컴퓨터네트웍개론
Computer Networks",염익준,"화13:30-14:45【85712】,목12:00-13:15【85712】"
성균융합원,인포매틱스융합전공,"컴퓨터네트웍개론
Computer Networks",황재현,"월13:30-14:45【400126】,수12:00-13:15【400126】"
성균융합원,인포매틱스융합전공,"정보보호개론
Computer Security",최형기,"월13:30-14:45【26312】,수12:00-13:15【26312】"
성균융합원,인포매틱스융합전공,"웹프로그래밍실습
Web Programming Lab",염익준,"화18:00-18:50【85702】,화19:00-19:50【85702】,화20:00-20:50【85702】,화21:00-21:45【85702】"
성균융합원,인포매틱스융합전공,"웹프로그래밍실습
Web Programming Lab",타메르,"화18:00-18:50【85712】,화19:00-19:50【85712】,화20:00-20:50【85712】,화21:00-21:45【85712】"
성균융합원,인포매틱스융합전공,"웹프로그래밍실습
Web Programming Lab",김영훈,"수18:00-18:50【85713】,수19:00-19:50【85713】,수20:00-20:50【85713】,수21:00-21:45【85713】"
성균융합원,인포매틱스융합전공,"웹프로그래밍실습
Web Programming Lab",타메르,"수18:00-18:50【85712】,수19:00-19:50【85712】,수20:00-20:50【85712】,수21:00-21:45【85712】"
성균융합원,컬처앤테크놀로지융합전공,"산학융합캡스톤디자인
Industry Collaborative Capstone Design",김미소,"금18:00-19:15【26223】,금19:30-20:45【26223】"
